run_number,world,procedure,calls,inclusive_time,exclusive_time
30,30,SPLIT-STRING-TO-LIST,270,3969600,3969600
31,32,SPLIT-STRING-TO-LIST,270,3870000,3870000
32,32,SPLIT-STRING-TO-LIST,270,3792600,3792600
33,34,SPLIT-STRING-TO-LIST,270,3832900,3832900
34,34,SPLIT-STRING-TO-LIST,270,3781300,3781300
35,36,SPLIT-STRING-TO-LIST,270,3673600,3673600
36,36,SPLIT-STRING-TO-LIST,270,3692100,3692100
37,38,SPLIT-STRING-TO-LIST,270,3301000,3301000
38,38,SPLIT-STRING-TO-LIST,270,3712900,3712900
40,40,SPLIT-STRING-TO-LIST,270,4768600,4768600
39,40,SPLIT-STRING-TO-LIST,270,3295100,3295100
2,2,INIT-PATCH,19440,2621718600,124556600
1,2,INIT-PATCH,19440,2698796100,160308100
3,4,INIT-PATCH,39015,4915858000,176558400
4,4,INIT-PATCH,39015,5160355300,182031800
5,6,INIT-PATCH,57660,7744673200,231066000
6,6,INIT-PATCH,57660,7510735500,227495100
8,8,INIT-PATCH,75615,9785404700,280944100
7,8,INIT-PATCH,75615,10151580300,280027800
9,10,INIT-PATCH,96000,12295373700,294403600
10,10,INIT-PATCH,96000,12915839700,312710100
12,12,INIT-PATCH,113535,14579957400,352602300
11,12,INIT-PATCH,113535,15169691600,349655000
13,14,INIT-PATCH,132540,19807114400,352662100
14,14,INIT-PATCH,132540,20434152100,359838500
15,16,INIT-PATCH,153015,23733206200,412993000
16,16,INIT-PATCH,153015,24214732400,393214900
17,18,INIT-PATCH,171735,25470969800,408674100
18,18,INIT-PATCH,171735,27427349800,441609900
19,20,INIT-PATCH,188160,31837623300,477020600
20,20,INIT-PATCH,188160,31818484500,496588300
21,22,INIT-PATCH,208860,34031063900,569012500
22,22,INIT-PATCH,208860,35276001800,538538700
23,24,INIT-PATCH,226935,39399991500,622075800
24,24,INIT-PATCH,226935,39042736600,625479800
25,26,INIT-PATCH,245760,46116843300,663757500
26,26,INIT-PATCH,245760,45920813600,722383700
28,28,INIT-PATCH,265335,50756860800,979398300
27,28,INIT-PATCH,265335,50658253000,964697600
29,30,INIT-PATCH,281535,55502250900,816287500
30,30,INIT-PATCH,281535,54244302400,755077500
31,32,INIT-PATCH,302460,58175256700,1076584600
32,32,INIT-PATCH,302460,59072079100,1103555200
33,34,INIT-PATCH,319740,65007326100,892744200
34,34,INIT-PATCH,319740,69610982200,1049975700
35,36,INIT-PATCH,342015,84448114600,1660411800
36,36,INIT-PATCH,342015,1.05E+11,1536603700
37,38,INIT-PATCH,360375,1.73E+11,2143915200
38,38,INIT-PATCH,360375,1.56E+11,3362149700
40,40,INIT-PATCH,379215,1.18E+11,3021320900
39,40,INIT-PATCH,379215,1.63E+11,2413981800
2,2,RANDOM-LOGNORMAL,15559,31991800,31991800
1,2,RANDOM-LOGNORMAL,15526,42558500,42558500
3,4,RANDOM-LOGNORMAL,31109,62045300,62045300
4,4,RANDOM-LOGNORMAL,31230,51155200,51155200
5,6,RANDOM-LOGNORMAL,46066,76790900,76790900
6,6,RANDOM-LOGNORMAL,46193,65784400,65784400
8,8,RANDOM-LOGNORMAL,60512,118773100,118773100
7,8,RANDOM-LOGNORMAL,60359,280176300,280176300
9,10,RANDOM-LOGNORMAL,76887,243516400,243516400
10,10,RANDOM-LOGNORMAL,76831,154663500,154663500
12,12,RANDOM-LOGNORMAL,90719,116712600,116712600
11,12,RANDOM-LOGNORMAL,90580,153819700,153819700
13,14,RANDOM-LOGNORMAL,106164,196867100,196867100
14,14,RANDOM-LOGNORMAL,106147,403178700,403178700
15,16,RANDOM-LOGNORMAL,122181,253596000,253596000
16,16,RANDOM-LOGNORMAL,122217,462472700,462472700
17,18,RANDOM-LOGNORMAL,137393,246821500,246821500
18,18,RANDOM-LOGNORMAL,137475,258082200,258082200
19,20,RANDOM-LOGNORMAL,150708,343714400,343714400
20,20,RANDOM-LOGNORMAL,150602,313845200,313845200
21,22,RANDOM-LOGNORMAL,166949,337682000,337682000
22,22,RANDOM-LOGNORMAL,167002,374412300,374412300
23,24,RANDOM-LOGNORMAL,181628,291119500,291119500
24,24,RANDOM-LOGNORMAL,181791,623488400,623488400
25,26,RANDOM-LOGNORMAL,196596,913687900,913687900
26,26,RANDOM-LOGNORMAL,196442,972817700,972817700
28,28,RANDOM-LOGNORMAL,212197,1059844000,1059844000
27,28,RANDOM-LOGNORMAL,212567,479897300,479897300
29,30,RANDOM-LOGNORMAL,224986,817359400,817359400
30,30,RANDOM-LOGNORMAL,225413,798544300,798544300
31,32,RANDOM-LOGNORMAL,241568,906607700,906607700
32,32,RANDOM-LOGNORMAL,241892,2412908400,2412908400
33,34,RANDOM-LOGNORMAL,255314,1537469400,1537469400
34,34,RANDOM-LOGNORMAL,256088,1299592200,1299592200
35,36,RANDOM-LOGNORMAL,273477,2597328500,2597328500
36,36,RANDOM-LOGNORMAL,273311,3748031200,3748031200
37,38,RANDOM-LOGNORMAL,288470,6983048700,6983048700
38,38,RANDOM-LOGNORMAL,288399,5517446900,5517446900
40,40,RANDOM-LOGNORMAL,303211,4594508000,4594508000
39,40,RANDOM-LOGNORMAL,303602,4677372800,4677372800
2,2,COLOUR-PATCH,19440,9066500,9066500
1,2,COLOUR-PATCH,19440,7528000,7528000
3,4,COLOUR-PATCH,39015,6445900,6445900
4,4,COLOUR-PATCH,39015,7012300,7012300
5,6,COLOUR-PATCH,57660,9405900,9405900
6,6,COLOUR-PATCH,57660,8322700,8322700
8,8,COLOUR-PATCH,75615,11440900,11440900
7,8,COLOUR-PATCH,75615,14104700,14104700
9,10,COLOUR-PATCH,96000,14852000,14852000
10,10,COLOUR-PATCH,96000,22395100,22395100
12,12,COLOUR-PATCH,113535,22220800,22220800
11,12,COLOUR-PATCH,113535,19695000,19695000
13,14,COLOUR-PATCH,132540,13198000,13198000
14,14,COLOUR-PATCH,132540,18053400,18053400
15,16,COLOUR-PATCH,153015,18870400,18870400
16,16,COLOUR-PATCH,153015,19376500,19376500
17,18,COLOUR-PATCH,171735,22740000,22740000
18,18,COLOUR-PATCH,171735,23067400,23067400
19,20,COLOUR-PATCH,188160,24416200,24416200
20,20,COLOUR-PATCH,188160,30012800,30012800
21,22,COLOUR-PATCH,208860,30981500,30981500
22,22,COLOUR-PATCH,208860,30791500,30791500
23,24,COLOUR-PATCH,226935,35694000,35694000
24,24,COLOUR-PATCH,226935,30353100,30353100
25,26,COLOUR-PATCH,245760,45391300,45391300
26,26,COLOUR-PATCH,245760,39249300,39249300
28,28,COLOUR-PATCH,265335,50397800,50397800
27,28,COLOUR-PATCH,265335,39930300,39930300
29,30,COLOUR-PATCH,281535,47997800,47997800
30,30,COLOUR-PATCH,281535,37436500,37436500
31,32,COLOUR-PATCH,302460,39497200,39497200
32,32,COLOUR-PATCH,302460,51055400,51055400
33,34,COLOUR-PATCH,319740,73431400,73431400
34,34,COLOUR-PATCH,319740,63846000,63846000
35,36,COLOUR-PATCH,342015,39195400,39195400
36,36,COLOUR-PATCH,342015,43183700,43183700
37,38,COLOUR-PATCH,360375,41119200,41119200
38,38,COLOUR-PATCH,360375,50020700,50020700
40,40,COLOUR-PATCH,379215,873096700,873096700
39,40,COLOUR-PATCH,379215,437633100,437633100
2,2,OCCURRENCES,120,23717600,23717600
1,2,OCCURRENCES,120,20073200,20073200
3,4,OCCURRENCES,120,29664800,29664800
4,4,OCCURRENCES,120,34435800,34435800
5,6,OCCURRENCES,120,27742800,27742800
6,6,OCCURRENCES,120,32767200,32767200
8,8,OCCURRENCES,120,200359900,200359900
7,8,OCCURRENCES,120,46409300,46409300
9,10,OCCURRENCES,120,47472100,47472100
10,10,OCCURRENCES,120,46189400,46189400
12,12,OCCURRENCES,120,71437300,71437300
11,12,OCCURRENCES,120,58342500,58342500
13,14,OCCURRENCES,120,73716500,73716500
14,14,OCCURRENCES,120,65387000,65387000
15,16,OCCURRENCES,120,75941600,75941600
16,16,OCCURRENCES,120,85721400,85721400
17,18,OCCURRENCES,120,81170000,81170000
18,18,OCCURRENCES,120,90559300,90559300
19,20,OCCURRENCES,120,101852500,101852500
20,20,OCCURRENCES,120,107620400,107620400
21,22,OCCURRENCES,120,112999100,112999100
22,22,OCCURRENCES,120,121848600,121848600
23,24,OCCURRENCES,120,129151600,129151600
24,24,OCCURRENCES,120,130458500,130458500
25,26,OCCURRENCES,120,155525000,155525000
26,26,OCCURRENCES,120,161108800,161108800
28,28,OCCURRENCES,120,182555600,182555600
27,28,OCCURRENCES,120,451392000,451392000
29,30,OCCURRENCES,120,179550500,179550500
30,30,OCCURRENCES,120,405429300,405429300
31,32,OCCURRENCES,120,216281700,216281700
32,32,OCCURRENCES,120,229228300,229228300
33,34,OCCURRENCES,120,565820200,565820200
34,34,OCCURRENCES,120,461289100,461289100
35,36,OCCURRENCES,120,603468400,603468400
36,36,OCCURRENCES,120,225141400,225141400
37,38,OCCURRENCES,120,386923000,386923000
38,38,OCCURRENCES,120,686319200,686319200
40,40,OCCURRENCES,120,3186766600,3186766600
39,40,OCCURRENCES,120,819413000,819413000
2,2,GET-AGE-FROM-DBH,15559,151164700,151164700
1,2,GET-AGE-FROM-DBH,15526,170687400,170687400
3,4,GET-AGE-FROM-DBH,31109,243411200,243411200
4,4,GET-AGE-FROM-DBH,31230,267012000,267012000
5,6,GET-AGE-FROM-DBH,46066,356121000,356121000
6,6,GET-AGE-FROM-DBH,46193,363270700,363270700
8,8,GET-AGE-FROM-DBH,60512,477070400,477070400
7,8,GET-AGE-FROM-DBH,60359,515145200,515145200
9,10,GET-AGE-FROM-DBH,76887,525939800,525939800
10,10,GET-AGE-FROM-DBH,76831,591355300,591355300
12,12,GET-AGE-FROM-DBH,90719,661873400,661873400
11,12,GET-AGE-FROM-DBH,90580,689327200,689327200
13,14,GET-AGE-FROM-DBH,106164,813161200,813161200
14,14,GET-AGE-FROM-DBH,106147,864783000,864783000
15,16,GET-AGE-FROM-DBH,122181,983803900,983803900
16,16,GET-AGE-FROM-DBH,122217,1013585500,1013585500
17,18,GET-AGE-FROM-DBH,137393,1078073000,1078073000
18,18,GET-AGE-FROM-DBH,137475,1082511000,1082511000
19,20,GET-AGE-FROM-DBH,150708,1208207300,1208207300
20,20,GET-AGE-FROM-DBH,150602,1243513200,1243513200
21,22,GET-AGE-FROM-DBH,166949,1755754000,1755754000
22,22,GET-AGE-FROM-DBH,167002,1329572200,1329572200
23,24,GET-AGE-FROM-DBH,181628,1730876900,1730876900
24,24,GET-AGE-FROM-DBH,181791,1525831400,1525831400
25,26,GET-AGE-FROM-DBH,196596,1629917500,1629917500
26,26,GET-AGE-FROM-DBH,196442,2107555000,2107555000
28,28,GET-AGE-FROM-DBH,212197,2513523700,2513523700
27,28,GET-AGE-FROM-DBH,212567,2327855800,2327855800
29,30,GET-AGE-FROM-DBH,224986,2277408000,2277408000
30,30,GET-AGE-FROM-DBH,225413,2177461600,2177461600
31,32,GET-AGE-FROM-DBH,241568,2287015200,2287015200
32,32,GET-AGE-FROM-DBH,241892,2357917300,2357917300
33,34,GET-AGE-FROM-DBH,255314,2722472000,2722472000
34,34,GET-AGE-FROM-DBH,256088,3911751900,3911751900
35,36,GET-AGE-FROM-DBH,273477,2686548300,2686548300
36,36,GET-AGE-FROM-DBH,273311,3139740600,3139740600
37,38,GET-AGE-FROM-DBH,288470,7999601700,7999601700
38,38,GET-AGE-FROM-DBH,288399,7011095100,7011095100
40,40,GET-AGE-FROM-DBH,303211,5948656400,5948656400
39,40,GET-AGE-FROM-DBH,303602,5514042000,5514042000
2,2,GET-JABOWA-COEFFS,15,2848300,2848300
1,2,GET-JABOWA-COEFFS,15,4510400,4510400
3,4,GET-JABOWA-COEFFS,15,5150300,5150300
4,4,GET-JABOWA-COEFFS,15,6367900,6367900
5,6,GET-JABOWA-COEFFS,15,4984700,4984700
6,6,GET-JABOWA-COEFFS,15,3083300,3083300
8,8,GET-JABOWA-COEFFS,15,4064800,4064800
7,8,GET-JABOWA-COEFFS,15,6330300,6330300
9,10,GET-JABOWA-COEFFS,15,3559400,3559400
10,10,GET-JABOWA-COEFFS,15,3495900,3495900
12,12,GET-JABOWA-COEFFS,15,4637900,4637900
11,12,GET-JABOWA-COEFFS,15,5189500,5189500
13,14,GET-JABOWA-COEFFS,15,347700,347700
14,14,GET-JABOWA-COEFFS,15,349800,349800
15,16,GET-JABOWA-COEFFS,15,369900,369900
16,16,GET-JABOWA-COEFFS,15,368800,368800
17,18,GET-JABOWA-COEFFS,15,345800,345800
18,18,GET-JABOWA-COEFFS,15,355200,355200
19,20,GET-JABOWA-COEFFS,15,343500,343500
20,20,GET-JABOWA-COEFFS,15,357400,357400
21,22,GET-JABOWA-COEFFS,15,368900,368900
22,22,GET-JABOWA-COEFFS,15,364800,364800
23,24,GET-JABOWA-COEFFS,15,369700,369700
24,24,GET-JABOWA-COEFFS,15,369200,369200
25,26,GET-JABOWA-COEFFS,15,326300,326300
26,26,GET-JABOWA-COEFFS,15,343200,343200
28,28,GET-JABOWA-COEFFS,15,310000,310000
27,28,GET-JABOWA-COEFFS,15,349700,349700
29,30,GET-JABOWA-COEFFS,15,343200,343200
30,30,GET-JABOWA-COEFFS,15,325700,325700
31,32,GET-JABOWA-COEFFS,15,314300,314300
32,32,GET-JABOWA-COEFFS,15,324300,324300
33,34,GET-JABOWA-COEFFS,15,286100,286100
34,34,GET-JABOWA-COEFFS,15,292000,292000
35,36,GET-JABOWA-COEFFS,15,286100,286100
36,36,GET-JABOWA-COEFFS,15,306600,306600
37,38,GET-JABOWA-COEFFS,15,222300,222300
38,38,GET-JABOWA-COEFFS,15,228000,228000
40,40,GET-JABOWA-COEFFS,15,248500,248500
39,40,GET-JABOWA-COEFFS,15,221600,221600
2,2,RND-ROULETTE,19440,229585000,229585000
1,2,RND-ROULETTE,19440,243765200,243765200
3,4,RND-ROULETTE,39015,342334300,342334300
4,4,RND-ROULETTE,39015,337243700,337243700
5,6,RND-ROULETTE,57660,604880700,604880700
6,6,RND-ROULETTE,57660,446915100,446915100
8,8,RND-ROULETTE,75615,528346500,528346500
7,8,RND-ROULETTE,75615,546604700,546604700
9,10,RND-ROULETTE,96000,630694500,630694500
10,10,RND-ROULETTE,96000,667898400,667898400
12,12,RND-ROULETTE,113535,722557000,722557000
11,12,RND-ROULETTE,113535,774851300,774851300
13,14,RND-ROULETTE,132540,987988800,987988800
14,14,RND-ROULETTE,132540,1060324800,1060324800
15,16,RND-ROULETTE,153015,997234500,997234500
16,16,RND-ROULETTE,153015,975728700,975728700
17,18,RND-ROULETTE,171735,1066073200,1066073200
18,18,RND-ROULETTE,171735,1469499900,1469499900
19,20,RND-ROULETTE,188160,1449927900,1449927900
20,20,RND-ROULETTE,188160,1687335800,1687335800
21,22,RND-ROULETTE,208860,1611785300,1611785300
22,22,RND-ROULETTE,208860,1453312800,1453312800
23,24,RND-ROULETTE,226935,1515250400,1515250400
24,24,RND-ROULETTE,226935,1579128100,1579128100
25,26,RND-ROULETTE,245760,1992111900,1992111900
26,26,RND-ROULETTE,245760,2080907600,2080907600
28,28,RND-ROULETTE,265335,2087968400,2087968400
27,28,RND-ROULETTE,265335,2272769000,2272769000
29,30,RND-ROULETTE,281535,2797791600,2797791600
30,30,RND-ROULETTE,281535,2229077900,2229077900
31,32,RND-ROULETTE,302460,2875574200,2875574200
32,32,RND-ROULETTE,302460,2287459700,2287459700
33,34,RND-ROULETTE,319740,2444626900,2444626900
34,34,RND-ROULETTE,319740,2972829300,2972829300
35,36,RND-ROULETTE,342015,4048455200,4048455200
36,36,RND-ROULETTE,342015,4581850400,4581850400
37,38,RND-ROULETTE,360375,9767882900,9767882900
38,38,RND-ROULETTE,360375,7364092900,7364092900
40,40,RND-ROULETTE,379215,6190993000,6190993000
39,40,RND-ROULETTE,379215,7364713700,7364713700
